Sample	Tank.ID	Timepoint	Antibiotics	Temperature	Pathogen	Sex	Weight.g	Weight.mg	Length.mm	Body.Size	Mortality	Total.Worm.Count	Flagged	notes	fecal.sample.number	gut.sample.number	adultworm.count	larvalworm.count	notes.dissection	PLATE	WELL
f470	16	60	1	0	1	M	0.3	300	34	0.763281091	0	1	0		f470	g470	1	0	1 Worm	P4	E11
f471	16	60	1	0	1	M	0.44	440	34	1.119478933	0	1	0		f471	g471	1	0	1 Worm	P6	F12
f472	16	60	1	0	1	F	0.44	440	32	1.342773438	0	0	0		f472	g472				P6	G12
f473	16	60	1	0	1	M	0.46	460	35	1.072886297	0	1	0		f473	g473	1	0	1 Worm	P7	B1
f474	16	60	1	0	1	F	0.42	420	34	1.068593527	0	0	0		f474	g474				P7	C1
f475	16	60	1	0	1	M	0.47	470	37	0.927881863	0	0	0		f475	g475				P7	D1
f476	16	60	1	0	1	M	0.48	480	36	1.028806584	0	3	0		f476	g476	3	0	3 Worms	P7	E1
f477	16	60	1	0	1	M	0.38	380	34	0.966822715	0	2	0		f477	g477	2	0	2 Worms	P7	F1
f478	16	60	1	0	1	F	0.67	670	37	1.322725209	0	0	0		f478	g478				P7	G1
f479	16	60	1	0	1	M	0.52	520	36	1.114540466	0	2	0		f479	g479	2	0	2 Worms	P7	H1
f481	17	0	1	0	1	F	0.47	470	35	1.096209913	0	0	0		f481	g481				P1	B7
f482	17	0	1	0	1	F	0.4	400	33	1.113058964	0	0	0		f482	g482				P1	C7
f483	17	0	1	0	1	F	0.37	370	33	1.029579542	0	0	0		f483	g483				P1	D7
f484	17	14	1	0	1		0.41	410	35	0.956268222	0	0	0	"Fecal sample, weight, no gut sample"	f484	g484			Sex Undetermined	P2	D4
f485	17	14	1	0	1	F	0.62	620	39	1.045196311	0	0	0	"Length: 34	 Weight: 0.35 (Mystery fish?)"	f485	g485				P2	E4
f486	17	14	1	0	1	F	0.38	380	34	0.966822715	0	0	0		f486	g486				P2	F4
f487	17	18	1	0	1	F	0.58	580	36	1.243141289	0	0	0		f487	g487			Empty Gut	P3	F1
f488	17	18	1	0	1	M	0.36	360	32	1.098632813	0	0	0		f488	g488			Empty Gut	P3	G1
f489	17	18	1	0	1	M	0.49	490	35	1.142857143	0	0	0		f489	g489			"Almost Empty, Disintegrated"	P3	H1
f490	17	25	1	0	1	M	0.38	380	34	0.966822715	0	0	0		f490	g490				P3	F10
f491	17	25	1	0	1	F	0.65	650	37	1.283240874	0	0	0		f491	g491				P3	G10
f492	17	25	1	0	1	M	0.39	390	35	0.909620991	0	0	0		f492	g492				P3	H10
f493	17	29	1	0	1	M	0.33	330	33	0.918273646	0	0	0		f493	g493				P5	C10
f494	17	29	1	0	1	M	0.32	320	33	0.890447171	0	0	0		f494	g494				P5	D10
f495	17	29	1	0	1	M	0.36	360	35	0.839650146	0	0	0		f495	g495				P5	E10
f496	17	60	1	0	1	M	0.16	160	30	0.592592593	0	0	0		f496	g496				P4	F11
f497	17	60	1	0	1	M	0.49	490	36	1.050240055	0	3	0		f497	g497	3	0	3 Worms	P4	G11
f498	17	60	1	0	1	F	0.31	310	35	0.72303207	0	11	0		f498	g498	11	0	11 worms	P4	H11
f499	17	60	1	0	1	F	0.5	500	37	0.987108365	0	0	0		f499	g499				P4	A12
f500	17	60	1	0	1	F	0.57	570	39	0.960906286	0	0	0		f500	g500				P4	B12
f501	17	60	1	0	1	F	0.63	630	39	1.062054316	0	1	0		f501	g501	1	0	1 Worm	P7	A2
f502	17	60	1	0	1	M	0.43	430	35	1.002915452	0	0	0		f502	g502				P7	B2
f503	17	60	1	0	1	M	0.48	480	36	1.028806584	0	1	0		f503	g503	1	0	1 Worm	P7	C2
f504	17	60	1	0	1	M	0.45	450	37	0.888397528	0	7	0		f504	g504	7	0	7 Worms	P7	D2
f505	17	60	1	0	1	F	0.54	540	35	1.259475219	0	3	0		f505	g505	3	0	3 Worms	P7	E2
f506	17	60	1	0	1	F	0.56	560	39	0.944048281	0	1	0		f506	g506	1	0	1 Worm	P7	F2
f507	17	60	1	0	1	F	0.52	520	40	0.8125	0	0	0		f507	g507				P7	G2
f508	17	60	1	0	1	M	0.51	510	35	1.189504373	0	2	0		f508	g508	2	0	2 Worms	P7	H2
f511	18	0	1	0	1	F	0.37	370	34	0.941380012	0	0	0		f511	g511				P1	E7
f512	18	0	1	0	1	F	0.37	370	32	1.129150391	0	0	0		f512	g512				P1	F7
f513	18	0	1	0	1	M	0.32	320	32	0.9765625	0	0	0		f513	g513				P1	G7
f514	18	14	1	0	1	F	0.43	430	34	1.09403623	0	0	0		f514	g514			Not a lot of food	P2	G4
f515	18	14	1	0	1	F	0.4	400	36	0.85733882	0	0	0		f515	g515				P2	H4
f516	18	14	1	0	1	F	0.45	450	34	1.144921636	0	0	0		f516	g516				P2	A5
f517	18	18	1	0	1	M	0.33	330	32.5	0.961310878	0	0	0		f517	g517			Full Gut	P3	A2
f518	18	18	1	0	1	M	0.34	340	33	0.94610012	0	0	0		f518	g518			1/2 Full gut	P3	B2
f519	18	18	1	0	1	F	0.37	370	33	1.029579542	0	0	0		f519	g519			Full Gut	P3	C2
f520	18	25	1	0	1	F	0.54	540	36	1.157407407	0	0	0		f520	g520				P3	A11
f521	18	25	1	0	1	F	0.49	490	35	1.142857143	0	0	0		f521	g521				P3	B11
f522	18	25	1	0	1		0.35	350	35	0.816326531	0	0	0	"Fecal sample, weight, no gut sample"	f522	g522				P3	C11
f523	18	29	1	0	1	M	0.4	400	34	1.017708121	0	0	0		f523	g523				P5	F10
f524	18	29	1	0	1	F	0.65	650	38	1.184575011	0	0	0		f524	g524				P5	G10
f525	18	29	1	0	1	M	0.41	410	35	0.956268222	0	0	0		f525	g525				P5	H10
f526	18	60	1	0	1	F	0.4	400	34	1.017708121	0	0	0		f526	g526				P4	C12
f527	18	60	1	0	1	M	0.44	440	30	1.62962963	0	0	0		f527	g527				P4	D12
f528	18	60	1	0	1	M	0.51	510	35	1.189504373	0	1	0		f528	g528	1	0	1 Worm	P4	E12
f529	18	60	1	0	1	M	0.31	310	35	0.72303207	0	0	0		f529	g529				P4	F12
f530	18	60	1	0	1			0	38	0	NA	0	0	"Fecal sample, no weight, no gut sample"	f530	g530				P4	G12
f531	18	60	1	0	1	M	0.33	330	32	1.007080078	0	0	0		f531	g531				P7	A3
f532	18	60	1	0	1	M	0.39	390	35	0.909620991	0	1	0		f532	g532	1	0	1 Worm	P7	B3
f533	18	60	1	0	1	F	0.44	440	37	0.868655361	0	1	0		f533	g533	1	0	1 Worm	P7	C3
f541	19	0	1	1	0	M	0.42	420	34	1.068593527	0	0	0		f541	g541				P1	H7
f542	19	0	1	1	0	M	0.57	570	38	1.038781163	0	0	0		f542	g542				P1	A8
f543	19	0	1	1	0	F	0.42	420	35	0.979591837	0	0	0		f543	g543				P1	B8
f544	19	14	1	1	0	F	0.46	460	34	1.17036434	0	0	0		f544	g544				P2	B5
f545	19	14	1	1	0	F	0.74	740	39	1.247492372	0	0	0		f545	g545				P2	C5
f546	19	14	1	1	0	F	0.55	550	35	1.282798834	0	0	0		f546	g546				P2	D5
f547	19	18	1	1	0	M	0.33	330	33	0.918273646	0	0	0		f547	g547			Full Gut	P3	D2
f548	19	18	1	1	0	F	0.6	600	37	1.184530038	0	0	0		f548	g548			Full Gut	P3	E2
f549	19	18	1	1	0	F	0.44	440	34	1.119478933	0	0	0		f549	g549			Full Gut	P3	F2
f550	19	25	1	1	0	M	0.4	400	34	1.017708121	0	0	0		f550	g550				P3	D11
f551	19	25	1	1	0	M	0.31	310	33	0.862620697	0	0	0		f551	g551				P3	E11
f552	19	25	1	1	0	M	0.5	500	38	0.911211547	0	0	0		f552	g552				P3	F11
f553	19	29	1	1	0	M	0.45	450	35	1.049562682	0	0	0		f553	g553				P5	A11
f554	19	29	1	1	0	M	0.38	380	34	0.966822715	0	0	0		f554	g554				P5	B11
f555	19	29	1	1	0	F	0.41	410	34	1.043150824	0	0	0		f555	g555				P5	C11
f556	19	60	1	1	0	F	0.69	690	38	1.257471935	0	0	0		f556	g556				P5	B1
f557	19	60	1	1	0	F	0.56	560	36	1.200274348	0	0	0		f557	g557				P5	C1
f558	19	60	1	1	0	M	0.49	490	35	1.142857143	0	0	0		f558	g558				P5	D1
f559	19	60	1	1	0	F	0.75	750	39	1.264350377	0	0	0		f559	g559				P5	E1
f560	19	60	1	1	0	F	0.8	800	49	0.67998878	0	0	0		f560	g560				P5	F1
f561	19	60	1	1	0	F	0.68	680	38	1.239247704	0	0	0		f561	g561				P7	D3
f562	19	60	1	1	0	F	0.55	550	37	1.085819201	0	0	0		f562	g562				P7	E3
f571	20	0	1	1	0	F	0.65	650	36	1.393175583	0	0	0		f571	g571				P1	C8
f572	20	0	1	1	0		0.35	350	32	1.068115234	0	0	0	"Fecal sample, weight, no gut sample"	f572	g572				P1	D8
f573	20	0	1	1	0	M	0.45	450	32	1.373291016	0	0	0		f573	g573				P1	E8
f574	20	14	1	1	0	F	0.55	550	35	1.282798834	0	0	0		f574	g574				P2	E5
f575	20	14	1	1	0	F	0.38	380	35	0.886297376	0	0	0		f575	g575			Not a lot of food	P2	F5
f576	20	14	1	1	0	M	0.38	380	35	0.886297376	0	0	0		f576	g576				P2	G5
f577	20	18	1	1	0	F	0.72	720	40	1.125	0	0	0		f577	g577				P3	G2
f578	20	18	1	1	0	F	0.6	600	37	1.184530038	0	0	0		f578	g578			Full Gut	P3	H2
f579	20	18	1	1	0	M	0.3	300	32	0.915527344	0	0	0		f579	g579				P3	A3
f580	20	25	1	1	0	M	0.33	330	33	0.918273646	0	0	0		f580	g580				P3	G11
f581	20	25	1	1	0	M	0.38	380	33	1.057406016	0	0	0		f581	g581				P3	H11
f582	20	25	1	1	0	F	0.48	480	37	0.94762403	0	0	0		f582	g582				P3	A12
f583	20	29	1	1	0	F	0.48	480	36	1.028806584	0	0	0		f583	g583				P5	D11
f584	20	29	1	1	0	F	0.44	440	35	1.026239067	0	0	0		f584	g584				P5	E11
f585	20	29	1	1	0	M	0.35	350	34	0.890494606	0	0	0		f585	g585				P5	F11
f586	20	60	1	1	0	F	0.6	600	35	1.39941691	0	0	0		f586	g586				P5	G1
f601	21	0	1	1	0	F	0.33	330	32	1.007080078	0	0	0		f601	g601				P1	F8
f602	21	0	1	1	0	F	0.5	500	34	1.272135152	0	0	0		f602	g602				P1	G8
f603	21	0	1	1	0	F	0.61	610	36	1.307441701	0	0	0		f603	g603				P1	H8
f604	21	14	1	1	0	F	0.28	280	34	0.712395685	0	0	0		f604	g604				P2	H5
f605	21	14	1	1	0	F	0.45	450	34	1.144921636	0	0	0		f605	g605				P2	A6
f606	21	14	1	1	0	F	0.39	390	33	1.08523249	0	0	0		f606	g606				P2	B6
f607	21	18	1	1	0	F	0.55	550	40	0.859375	0	0	0		f607	g607				P3	B3
f608	21	18	1	1	0	F	0.4	400	38	0.728969237	0	0	0		f608	g608			Full Gut	P3	C3
f609	21	18	1	1	0	F	0.42	420	40	0.65625	0	0	0		f609	g609			Full Gut	P3	D3
f610	21	25	1	1	0	F	0.42	420	33	1.168711913	0	0	0		f610	g610			Full of food	P3	B12
f611	21	25	1	1	0	M	0.48	480	37	0.94762403	0	0	0		f611	g611				P3	C12
f612	21	25	1	1	0	M	0.35	350	35	0.816326531	0	0	0		f612	g612				P3	D12
f613	21	29	1	1	0	M	0.37	370	35	0.862973761	0	0	0		f613	g613				P5	G11
f614	21	29	1	1	0	F	0.5	500	35	1.166180758	0	0	0		f614	g614			Full Gut	P5	H11
f615	21	29	1	1	0	M	0.47	470	37	0.927881863	0	0	0		f615	g615				P5	A12
f616	21	60	1	1	0	F	0.55	550	35	1.282798834	0	0	0		f616	g616				P5	H1
f617	21	60	1	1	0	F	0.63	630	37	1.24375654	0	0	0		f617	g617				P5	A2
f618	21	60	1	1	0	F	0.95	950	41	1.378389751	0	0	0		f618	g618				P5	B2
f619	21	60	1	1	0	M	0.43	430	34	1.09403623	0	0	0		f619	g619				P5	C2
f620	21	60	1	1	0	F	0.43	430	33	1.196538387	0	0	0		f620	g620				P5	D2
f621	21	60	1	1	0	F	0.49	490	33	1.363497231	0	0	0		f621	g621				P7	F3
f622	21	60	1	1	0	F	0.61	610	37	1.204272205	0	0	0		f622	g622				P7	G3
f631	22	0	1	1	1	F	0.38	380	32	1.159667969	0	0	0		f631	g631				P1	A9
f632	22	0	1	1	1	M	0.46	460	34	1.17036434	0	0	0		f632	g632				P1	B9
f633	22	0	1	1	1	M	0.36	360	32	1.098632813	0	0	0		f633	g633				P1	C9
f634	22	14	1	1	1	M	0.42	420	35	0.979591837	0	0	0		f634	g634			Not a lot of food	P2	C6
f635	22	14	1	1	1	F	0.51	510	33.5	1.356549842	0	0	0		f635	g635				P2	D6
f636	22	14	1	1	1	F	0.65	650	39	1.095770327	0	0	0		f636	g636				P2	E6
f637	22	18	1	1	1	F	0.26	260	28	1.184402332	0	0	0		f637	g637			Full Gut	P3	E3
f638	22	18	1	1	1	M	0.38	380	34	0.966822715	0	0	0		f638	g638			1/2 Full gut	P3	F3
f639	22	18	1	1	1	M	0.42	420	34	1.068593527	0	0	0		f639	g639			Full Gut	P3	G3
f640	22	25	1	1	1	M	0.37	370	34	0.941380012	0	0	0		f640	g640			Full of food	P3	E12
f641	22	25	1	1	1	F	0.39	390	34	0.992265418	0	0	0		f641	g641				P3	F12
f642	22	25	1	1	1	M	0.37	370	34	0.941380012	0	0	0		f642	g642			Full of food	P3	G12
f643	22	29	1	1	1	M	0.47	470	35	1.096209913	0	0	0		f643	g643				P5	B12
f644	22	29	1	1	1	F	0.37	370	33	1.029579542	0	0	0		f644	g644			Minimal Gut Material	P5	C12
f645	22	29	1	1	1	F	0.33	330	32	1.007080078	0	0	0		f645	g645				P5	D12
f646	22	60	1	1	1	M	0.36	360	34	0.915937309	0	0	0		f646	g646				P5	E2
f647	22	60	1	1	1	F	0.61	610	35	1.422740525	0	0	0		f647	g647				P5	F2
f648	22	60	1	1	1	M	0.33	330	34	0.8396092	0	0	0		f648	g648				P5	G2
f649	22	60	1	1	1	F	0.62	620	38	1.129902318	0	0	0		f649	g649				P5	H2
f650	22	60	1	1	1	M	0.46	460	31	1.544090497	0	0	0		f650	g650				P5	A3
f651	22	60	1	1	1	F	0.69	690	38	1.257471935	0	2	0		f651	g651	2	0	2 Worms	P7	H3
f652	22	60	1	1	1	M	0.29	290	36	0.621570645	0	2	0		f652	g652	2	0	2 Worms	P7	A4
f653	22	60	1	1	1	F	0.39	390	34	0.992265418	0	5	0		f653	g653	5	0	5 Worms	P7	B4
f654	22	60	1	1	1	F	0.42	420	34	1.068593527	0	1	0		f654	g654	1	0	1 Worm	P7	C4
f655	22	60	1	1	1	F	0.48	480	36	1.028806584	0	3	0		f655	g655	3	0	3 Worms	P7	D4
f656	22	60	1	1	1	F	0.62	620	38	1.129902318	0	0	0		f656	g656				P7	E4
f657	22	60	1	1	1	M	0.24	240	31	0.805612433	0	2	0		f657	g657	2	0	2 Worms	P7	F4
f658	22	60	1	1	1	M	0.33	330	34	0.8396092	0	7	0		f658	g658	7	0	7 Worms	P7	G4
f661	23	0	1	1	1	M	0.36	360	35	0.839650146	0	0	0		f661	g661				P1	D9
f662	23	0	1	1	1	F	0.49	490	34	1.246692449	0	0	0		f662	g662				P1	E9
f663	23	0	1	1	1	F	0.43	430	34	1.09403623	0	0	0		f663	g663				P1	F9
f664	23	14	1	1	1	F	0.52	520	37	1.026592699	0	0	0	"Length: 34 Width: 0.46 (Mystery fish?),"	f664	g664				P2	F6
f665	23	14	1	1	1	F	0.68	680	32	2.075195313	0	0	0		f665	g665				P2	G6
f666	23	14	1	1	1	F	0.67	670	36	1.436042524	0	0	0		f666	g666				P2	H6
f667	23	18	1	1	1	F	0.52	520	35	1.212827988	0	0	0		f667	g667				P3	H3
f668	23	18	1	1	1	F	0.54	540	37	1.066077034	0	0	0		f668	g668			1/2 Full gut	P3	A4
f669	23	18	1	1	1	M	0.4	400	33	1.113058964	0	0	0		f669	g669			Full Gut	P3	B4
f670	23	25	1	1	1	M	0.36	360	34	0.915937309	0	0	0		f670	g670			Full of food	P4	B1
f671	23	25	1	1	1		0.33	330	33	0.918273646	0	0	0	"Fecal sample, weight, no gut sample"	f671	g671				P4	C1
f672	23	25	1	1	1	M		0		#DIV/0!	0	0	0	"Fecal sample, no weight, gut sample confirm"	f672	g672				P4	D1
f673	23	29	1	1	1	M	0.42	420	35	0.979591837	0	0	0		f673	g673				P5	E12
f674	23	29	1	1	1	F	0.4	400	34	1.017708121	0	0	0		f674	g674				P5	F12
f675	23	29	1	1	1	M	0.46	460	36	0.985939643	0	0	0		f675	g675				P5	G12
f676	23	60	1	1	1	F	0.53	530	67	0.176218484	0	0	0		f676	g676			Swapped w/ 679	P5	B3
f677	23	60	1	1	1	F	0.55	550	35	1.282798834	0	0	0		f677	g677				P5	C3
f678	23	60	1	1	1	F	0.64	640	39	1.078912322	0	0	0		f678	g678				P5	D3
f679	23	60	1	1	1	F	0.45	450	35	1.049562682	0	10	0		f679	g679	10	0	10 Worms	P5	E3
f680	23	60	1	1	1		0.51	510	33	1.419150179	0	0	0	"Fecal sample, weight, no gut sample"	f680	g680				P5	F3
f681	23	60	1	1	1	F	0.43	430	33	1.196538387	0	6	0		f681	g681	6	0	6 Worms	P7	H4
f682	23	60	1	1	1	F	0.44	440	37	0.868655361	0	5	0		f682	g682	5	0	5 Worms	P7	A5
f683	23	60	1	1	1	M	0.4	400	35	0.932944606	0	2	0		f683	g683	2	0	2 Worm	P7	B5
f691	24	0	1	1	1	F	0.28	280	30	1.037037037	0	0	0		f691	g691				P1	G9
f692	24	0	1	1	1		0.39	390	36	0.83590535	0	0	0	"Fecal sample, weight, no gut sample"	f692	g692				P1	H9
f693	24	0	1	1	1	F	0.51	510	36	1.093106996	0	0	0		f693	g693				P1	A10
f694	24	14	1	1	1	F	0.36	360	32	1.098632813	0	0	0		f694	g694			Not a lot of food	P2	A7
f695	24	14	1	1	1	F	0.31	310	30	1.148148148	0	0	0		f695	g695				P2	B7
f696	24	14	1	1	1	M	0.47	470	37	0.927881863	0	0	0		f696	g696			Not a lot of food	P2	C7
f697	24	18	1	1	1	F	0.55	550	31	1.84619516	0	0	0		f697	g697			Full Gut	P3	C4
f698	24	18	1	1	1	F	0.45	450	35	1.049562682	0	0	0		f698	g698			Full Gut	P3	D4
f699	24	18	1	1	1	M	0.58	580	37	1.145045703	0	0	0		f699	g699			Full Gut	P3	E4
f700	24	25	1	1	1	F	0.47	470	35	1.096209913	0	0	0		f700	g700				P4	E1
f701	24	25	1	1	1	M	0.47	470	37	0.927881863	0	0	0		f701	g701			Full of food	P4	F1
f702	24	25	1	1	1	M	0.4	400	35	0.932944606	0	0	0		f702	g702			Full of food	P4	G1
f703	24	29	1	1	1	M	0.38	380	35	0.886297376	0	0	0		f703	g703			Minimal Gut Material	P6	B1
f704	24	29	1	1	1	M	0.41	410	36	0.878772291	0	0	0		f704	g704			Minimal Gut Material	P6	C1
f705	24	29	1	1	1	F	0.53	530	37	1.046334867	0	0	0		f705	g705				P6	D1
f706	24	60	1	1	1	F	0.31	310	33	0.862620697	0	9	0		f706	g706	9	0	9 Worms	P5	G3
f707	24	60	1	1	1	M	0.43	430	35	1.002915452	0	6	0		f707	g707	6	0	6 Worms	P5	H3
f708	24	60	1	1	1	F	0.6	600	40	0.9375	0	1	0		f708	g708	1	0	1 Worm	P5	A4
f710	24	60	1	1	1	M	0.42	420	35	0.979591837	0	16	0		f710	g710	16	0	16 Worms	P5	B4
KitBlank1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KitBlank2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KitBlank3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KitBlank4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KitBlank5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KitBlank6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KitBlank7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KitBlank8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCRblank1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCRblank2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCRblank3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCRblank4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCRblank5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCRblank6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
