gene_id,TaxaID,correlation,p_value,fdr,abs_correlation,comparison_name,base_treatment,comparison_treatment
ap2a1,Flavobacterium,-0.3683077079468649,0.01598401598401598,0.09820423478960064,0.3683077079468649,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
iqgap1,Flavobacterium,-0.35890411163161445,0.01698301698301698,0.09879958378803644,0.35890411163161445,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
fbxo44.3,Flavobacterium,-0.3554476006593651,0.01698301698301698,0.09879958378803644,0.3554476006593651,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
xrcc4,Flavobacterium,-0.35128503948273676,0.01498501498501498,0.09728673388467204,0.35128503948273676,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch211-156b7.4,Flavobacterium,-0.3499256711321252,0.00999000999000999,0.09285917034994526,0.3499256711321252,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
mrps26,Flavobacterium,-0.33350653317834683,0.01098901098901099,0.09436813186813188,0.33350653317834683,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psma5,Flavobacterium,-0.3198578952744593,0.01398601398601398,0.09728673388467204,0.3198578952744593,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
vcp,Flavobacterium,-0.31131823494842686,0.01698301698301698,0.09879958378803644,0.31131823494842686,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
zgc:113425,Flavobacterium,-0.31084422639046605,0.01298701298701298,0.09565580618212198,0.31084422639046605,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
anp32a,Flavobacterium,-0.3078533268382204,0.00599400599400599,0.08296099504890714,0.3078533268382204,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
gstm.3,Flavobacterium,-0.3032572558870634,0.01198801198801198,0.09436813186813188,0.3032572558870634,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmc6,Flavobacterium,-0.30068917026289066,0.01398601398601398,0.09728673388467204,0.30068917026289066,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hmgb2a,Flavobacterium,-0.29790460290765886,0.00699300699300699,0.08509847640282422,0.29790460290765886,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
atp6v1ba,Flavobacterium,-0.2973095943188658,0.01198801198801198,0.09436813186813188,0.2973095943188658,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
prpf8,Flavobacterium,-0.2942533945123751,0.01498501498501498,0.09728673388467204,0.2942533945123751,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
banf1,Flavobacterium,-0.29354905924355296,0.01198801198801198,0.09436813186813188,0.29354905924355296,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmg1,Flavobacterium,-0.2935488871270991,0.01598401598401598,0.09820423478960064,0.2935488871270991,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nudcd1,Flavobacterium,-0.2920135876304114,0.01398601398601398,0.09728673388467204,0.2920135876304114,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
snrpd3,Flavobacterium,-0.2912338938055123,0.00999000999000999,0.09285917034994526,0.2912338938055123,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ilf3b,Flavobacterium,-0.2896010361283411,0.01298701298701298,0.09565580618212198,0.2896010361283411,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd11b,Flavobacterium,-0.2885854436244257,0.01598401598401598,0.09820423478960064,0.2885854436244257,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
snrnp200,Flavobacterium,-0.28827899182326183,0.01098901098901099,0.09436813186813188,0.28827899182326183,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ube2na,Flavobacterium,-0.28787099183275255,0.01198801198801198,0.09436813186813188,0.28787099183275255,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ap1g2,Flavobacterium,-0.28727716317267193,0.01698301698301698,0.09879958378803644,0.28727716317267193,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd14,Flavobacterium,-0.28682480452643316,0.00399600399600399,0.07294155120242077,0.28682480452643316,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
lmnb1,Flavobacterium,-0.2833217498082494,0.01098901098901099,0.09436813186813188,0.2833217498082494,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmc4,Flavobacterium,-0.2826148851605256,0.01498501498501498,0.09728673388467204,0.2826148851605256,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
pomp,Flavobacterium,-0.2794758599891129,0.01498501498501498,0.09728673388467204,0.2794758599891129,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nup62l,Flavobacterium,-0.2786873761604819,0.01398601398601398,0.09728673388467204,0.2786873761604819,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmb3,Flavobacterium,-0.2771660120547793,0.00699300699300699,0.08509847640282422,0.2771660120547793,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tdg.1,Flavobacterium,-0.27513251877920936,0.01298701298701298,0.09565580618212198,0.27513251877920936,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
adrm1,Flavobacterium,-0.2737927861573052,0.00899100899100899,0.0909572355355488,0.2737927861573052,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmc5,Flavobacterium,-0.27343495994998085,0.01698301698301698,0.09879958378803644,0.27343495994998085,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch211-218c6.8,Flavobacterium,-0.27300802917097305,0.00899100899100899,0.0909572355355488,0.27300802917097305,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
fastkd1,Flavobacterium,-0.27159260821361425,0.01598401598401598,0.09820423478960064,0.27159260821361425,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cherp,Flavobacterium,-0.2678013091434624,0.01098901098901099,0.09436813186813188,0.2678013091434624,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
wdr18,Flavobacterium,-0.26725752639434497,0.01698301698301698,0.09879958378803644,0.26725752639434497,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
gzma,Flavobacterium,-0.26704887203328753,0.01498501498501498,0.09728673388467204,0.26704887203328753,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ap1b1,Flavobacterium,-0.26703176874605616,0.00799200799200799,0.08752986144290491,0.26703176874605616,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tbck,Flavobacterium,-0.26625037582377703,0.01198801198801198,0.09436813186813188,0.26625037582377703,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
nkrf,Flavobacterium,-0.265600192593387,0.01298701298701298,0.09565580618212198,0.265600192593387,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
timm10,Flavobacterium,-0.2635028332534412,0.01698301698301698,0.09879958378803644,0.2635028332534412,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
chchd4a,Flavobacterium,-0.2633188943549539,0.01698301698301698,0.09879958378803644,0.2633188943549539,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psma6a,Flavobacterium,-0.2623197891686104,0.01498501498501498,0.09728673388467204,0.2623197891686104,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hnrnpa1a,Flavobacterium,-0.2619120072922216,0.01398601398601398,0.09728673388467204,0.2619120072922216,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
smc1al,Flavobacterium,-0.2591916368554188,0.00999000999000999,0.09285917034994526,0.2591916368554188,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hnrnpl2,Flavobacterium,-0.2587031542410632,0.01098901098901099,0.09436813186813188,0.2587031542410632,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
focad,Flavobacterium,-0.2563713755084982,0.01598401598401598,0.09820423478960064,0.2563713755084982,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
wdr73,Flavobacterium,-0.25497511650980736,0.00699300699300699,0.08509847640282422,0.25497511650980736,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hnrnpul1l,Flavobacterium,-0.25397164398437216,0.01298701298701298,0.09565580618212198,0.25397164398437216,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cnp,Flavobacterium,-0.253425094685961,0.00899100899100899,0.0909572355355488,0.253425094685961,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hdac1,Flavobacterium,-0.2493939182566182,0.01498501498501498,0.09728673388467204,0.2493939182566182,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
med23,Flavobacterium,-0.2493463905642866,0.01098901098901099,0.09436813186813188,0.2493463905642866,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ddx39ab,Flavobacterium,-0.24840922018718228,0.01698301698301698,0.09879958378803644,0.24840922018718228,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
srsf7a,Flavobacterium,-0.2480822018470394,0.01498501498501498,0.09728673388467204,0.2480822018470394,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
sgpp2,Flavobacterium,-0.24783418959752188,0.00999000999000999,0.09285917034994526,0.24783418959752188,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ctbp1l,Flavobacterium,-0.2453514348407572,0.00799200799200799,0.08752986144290491,0.2453514348407572,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
uqcc1,Flavobacterium,-0.23974851448103313,0.01298701298701298,0.09565580618212198,0.23974851448103313,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
fnta,Flavobacterium,-0.239521295224628,0.01498501498501498,0.09728673388467204,0.239521295224628,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
si:ch211-284o19.8,Flavobacterium,-0.23436540694416236,0.01198801198801198,0.09436813186813188,0.23436540694416236,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
cpsf3,Flavobacterium,-0.23404377500934992,0.01598401598401598,0.09820423478960064,0.23404377500934992,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hnrnpl,Flavobacterium,-0.23377193378876532,0.00899100899100899,0.0909572355355488,0.23377193378876532,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
iah1,Flavobacterium,-0.23280243476142584,0.01598401598401598,0.09820423478960064,0.23280243476142584,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
hmgn2,Flavobacterium,-0.23154345147774968,0.00699300699300699,0.08509847640282422,0.23154345147774968,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
tuba8l4,Flavobacterium,-0.2286537708241207,0.01398601398601398,0.09728673388467204,0.2286537708241207,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
anxa5b,Flavobacterium,-0.22813939246773685,0.00599400599400599,0.08296099504890714,0.22813939246773685,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
psmd13,Flavobacterium,-0.225047937057378,0.00899100899100899,0.0909572355355488,0.225047937057378,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ubxn1,Flavobacterium,-0.2231703507824996,0.01298701298701298,0.09565580618212198,0.2231703507824996,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
lmnb2,Flavobacterium,-0.2190420904960922,0.01498501498501498,0.09728673388467204,0.2190420904960922,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
uchl5,Flavobacterium,-0.21751157401128104,0.00599400599400599,0.08296099504890714,0.21751157401128104,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ccdc22,Flavobacterium,-0.2139493849824209,0.00699300699300699,0.08509847640282422,0.2139493849824209,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ndor1,Flavobacterium,-0.21223842346081925,0.01598401598401598,0.09820423478960064,0.21223842346081925,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ehd1b,Flavobacterium,-0.2104139978757877,0.00999000999000999,0.09285917034994526,0.2104139978757877,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
oxsr1a,Flavobacterium,-0.20718864607579787,0.00799200799200799,0.08752986144290491,0.20718864607579787,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
rbm4.3,Flavobacterium,-0.19887838624095583,0.00899100899100899,0.0909572355355488,0.19887838624095583,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ctbp1,Flavobacterium,-0.19404806619625412,0.01698301698301698,0.09879958378803644,0.19404806619625412,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ppm1g,Flavobacterium,-0.19257485370747465,0.01498501498501498,0.09728673388467204,0.19257485370747465,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
ppp1r8b,Flavobacterium,-0.19120028942707123,0.01198801198801198,0.09436813186813188,0.19120028942707123,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
sae1,Flavobacterium,-0.1904269974578744,0.01498501498501498,0.09728673388467204,0.1904269974578744,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
thyn1,Flavobacterium,-0.1903008873467337,0.01098901098901099,0.09436813186813188,0.1903008873467337,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
chtopa,Flavobacterium,-0.1863317606835358,0.01198801198801198,0.09436813186813188,0.1863317606835358,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
dot1l,Flavobacterium,-0.156204754064486,0.01198801198801198,0.09436813186813188,0.156204754064486,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
eif4ebp3l,Flavobacterium,0.14934535442740549,0.00199800199800199,0.06680929689779247,0.14934535442740549,A- T- P- vs A- T- P+,A- T- P-,A- T- P+
